"id","uid","time","longitude","latitude","speed","accuracy"
"f94d53b0-2be6-4cf7-bc2d-2ae5803ed923","69Lh1Lm26H","2022-01-03 15:52:10",-78.4542539,42.0881251,0,14.13
"8a8ae424-1474-44e0-b7ae-ff6178cdb747","69Lh1Lm26H","2021-12-29 12:51:47",-78.4542573,42.088146,0,20
"db3b7980-cf64-42a4-af12-2f24cf8764f5","69Lh1Lm26H","2022-01-02 19:52:02",-78.0503348,43.2260499,0,47.982
"c98879f6-ed22-4c20-a95e-a779ddb90c1b","69Lh1Lm26H","2021-12-31 09:51:19",-78.4542876,42.0881117,5.336351,9.518
"ec3b10a6-37b3-41f1-8ac6-32a2c7f9e2bd","69Lh1Lm26H","2022-01-01 00:48:31",-78.0761372,43.1645288,0,30.608
"911d738c-5828-4b43-ac18-26aba9996aaa","69Lh1Lm26H","2021-12-23 16:59:52",-78.4542533,42.0881493,0,20
"f5389790-1b73-44e6-8dbf-8a1f03ee31cd","69Lh1Lm26H","2021-12-23 12:14:06",-78.4542583,42.0881482,0,13.599
"846f0d3e-a125-489b-a392-60656b455733","69Lh1Lm26H","2021-12-22 13:28:39",-78.4542603,42.0881463,0,20.1
"c29a6cae-7cf6-40dd-a6c0-7cf439266852","69Lh1Lm26H","2022-01-07 22:06:37",-78.4542673,42.0881305,0,20
"1acf6c3c-d057-4887-aaae-6de298df1929","69Lh1Lm26H","2021-12-22 07:56:23",-78.4543417,42.0883146,0,16.207
"8715a198-ecad-421e-bf06-3ccde6f2f2fb","69Lh1Lm26H","2021-12-27 09:36:41",-78.4542717,42.0881335,0,20
"de086ea1-7a01-42a3-8b51-8197e5f3f82f","69Lh1Lm26H","2021-12-23 05:53:53",-78.4542692,42.0881323,0,12.84
"a9050feb-2b2d-4124-a610-8992046bf630","69Lh1Lm26H","2022-01-04 02:06:41",-78.4542572,42.0881299,0,20
"90a8382f-83a1-42d2-b0c9-697e4d4fe463","69Lh1Lm26H","2021-12-31 09:24:21",-78.454135,42.0881093,0.48571843,16.135
"ff014e1c-85ac-4a2c-b18f-4fead57d9c4c","69Lh1Lm26H","2021-12-24 16:17:15",-78.4343,42.0909622,0,16.221
"32ede974-731f-4682-bc88-ab28e5af578d","69Lh1Lm26H","2022-01-02 23:07:38",-78.0502695,43.2264012,0,45.223
"c958c2a5-5ebe-4c9f-9a72-287a7e06e635","69Lh1Lm26H","2022-01-07 03:19:44",-78.4542621,42.0881383,0,20
"11305c58-53a0-4cc6-a0aa-c36a62bac428","69Lh1Lm26H","2021-12-21 00:11:37",-78.4542656,42.0881389,0,11.872
"be5b6f7d-76b1-46f7-9b5b-9e79b378fdfd","69Lh1Lm26H","2021-12-23 06:53:39",-78.4542608,42.0881481,0,20
"990fca1f-5bbf-4eff-ba10-cfaefb9708d3","69Lh1Lm26H","2021-12-23 02:58:23",-78.4542666,42.0881399,0,20
"d0a39e93-63bd-4c0a-a85f-03642b2da934","69Lh1Lm26H","2021-12-27 23:25:28",-78.4542692,42.0881339,0,20
"3a7ebdd8-a41b-41e8-b6e6-92fa51f69ad4","69Lh1Lm26H","2021-12-30 05:22:06",-78.4542515,42.0881364,0,20
"f37a47b0-2e82-4463-aec5-7b969c3c7ee1","69Lh1Lm26H","2022-01-02 01:34:26",-78.0503459,43.2260446,0,26.359
"2a9e3f66-71e1-4d60-b957-e8c28176be0d","69Lh1Lm26H","2021-12-22 07:56:23",-78.4543417,42.0883146,0,16.207
"6833db57-6359-48a3-824c-d3adf7026c1b","69Lh1Lm26H","2021-12-31 18:36:08",-78.0503036,43.2260573,0,23.6
"5ee29dcd-f166-409e-8d0d-5554405f1784","69Lh1Lm26H","2021-12-20 17:04:53",-78.4542713,42.0881349,0,20
"18c89f87-0f99-422a-9eb1-867de230c470","69Lh1Lm26H","2021-12-25 12:56:25",-78.4542648,42.0881432,0,14.006
"f5a357b3-8772-402f-bd8a-64e74246a162","69Lh1Lm26H","2021-12-24 17:58:58",-78.4542677,42.0881309,0,12.399
"43032405-0cda-4537-91e3-aacd1cf22368","69Lh1Lm26H","2021-12-28 02:54:06",-78.4542715,42.0881288,0,20
"bc3db8fe-93f4-4567-8c9b-cd5d7504baa2","69Lh1Lm26H","2021-12-24 13:30:40",-78.4542618,42.088147,0,20
"3d602288-f318-4005-99d5-e9ce3da5eb52","69Lh1Lm26H","2022-01-02 21:36:44",-78.0503102,43.2260452,0,24.205
"347f3b11-f356-47b6-a8d7-8f10ae7893ce","69Lh1Lm26H","2021-12-20 23:11:37",-78.454291,42.0881249,0,20
"8b9e7f1f-0509-4bec-ac5d-0df50946c08b","69Lh1Lm26H","2021-12-22 18:37:27",-78.4717667,42.0913256,0,20
"016088dd-2fa6-4c4d-8e79-084f16bb549f","69Lh1Lm26H","2021-12-24 07:01:08",-78.4542635,42.0881464,0,20
"1efd7974-f131-4eab-b36d-04012110cffc","69Lh1Lm26H","2021-12-31 22:17:42",-78.0502996,43.2260555,0,20.209
"a07c2278-c846-47f4-8568-6a21a6ff17c1","69Lh1Lm26H","2022-01-06 18:06:19",-78.4542588,42.0881388,0,14.992
"0a86ea87-8823-4520-8104-9ab2e11287a9","69Lh1Lm26H","2021-12-28 15:21:50",-78.4542604,42.0881474,0,20
"a526b81c-d219-413d-a2d7-db4367d926b5","69Lh1Lm26H","2022-01-05 11:53:12",-78.4542522,42.0881453,0,18.936
"6bba3d7a-e386-4e1d-bf12-f6d4bfd5b9cd","69Lh1Lm26H","2021-12-29 16:12:17",-78.4542628,42.0881463,0,20
"adb66d18-56b2-447c-9ccb-c34980d22c67","69Lh1Lm26H","2021-12-21 17:33:46",-78.4542628,42.0881452,0,20
"3eadce42-2f3b-4e01-b902-9e6127e1174b","69Lh1Lm26H","2022-01-07 17:44:34",-78.4542643,42.088136,0,12.495
"06c03b68-c70c-41be-ad12-853793bb9312","69Lh1Lm26H","2021-12-23 23:05:50",-78.4542725,42.0881337,0.044167604,20
"c850feb4-3976-468b-ace3-84f9326d1785","69Lh1Lm26H","2021-12-30 04:06:21",-78.4542515,42.0881364,0,20
"ed528954-41a0-4be1-a013-da96ae5f8902","69Lh1Lm26H","2021-12-23 15:23:00",-78.4542681,42.0881424,0,20
"38463d3e-5d67-4ba6-9d85-24d29570f7c4","69Lh1Lm26H","2021-12-28 00:51:50",-78.4542613,42.0881485,0,20
"34edd2a0-9199-45f3-8e7d-61e30aabd3b9","69Lh1Lm26H","2021-12-23 05:54:54",-78.4542729,42.0881271,0,20
